contig_1	plasmid
contig_10	plasmid
contig_11	plasmid
contig_12	plasmid
contig_3	plasmid
contig_5	chromosome
contig_7	chromosome
contig_8	chromosome
contig_9	plasmid
contig_2	chromosome
contig_4	chromosome
